496,340
686,1869
102,1243
250,1719
2790,2349
2723,2280
2596,1230
139,1466
1437,1802
483,2763
2695,2541
1592,2279
2774,1678
2696,1084
2627,2568
2409,1157
2448,1544
2087,2118
1667,1084
1843,1432
2527,2587
2237,1563
1819,2295
2723,1016
2602,1442
796,848
2711,1294
2368,2234
334,2653
1432,1167
1900,2160
443,1319
1417,2337
1951,381
2606,1302
242,2249
2225,575
1680,2415
636,422
1662,2695
1438,1177
2774,2158
1203,2098
2231,2286
194,1859
696,2126
127,1408
1854,1951
1469,1735
534,1811
1650,2759
752,1256
1780,1607
2082,1203
1738,2250
1240,1271
210,1975
1364,1498
146,893
86,1150
186,2788
982,2723
1576,2640
2609,2315
238,1704
1882,1785
2665,1334
2535,532
2511,2149
1373,1992
1820,1551
1084,2123
911,1321
1378,1682
681,2773
2794,2410
1365,2151
2238,2700
1782,1006
1249,2503
1590,2230
2467,750
268,2387
123,406
2788,1977
2113,2034
286,839
614,2543
2783,496
2301,2394
2441,1730
2628,2720
538,1350
2559,992
2399,2773
2625,2613
2719,1475
1989,2345
1693,1793
207,2458
2720,1250
1609,2024
1044,2212
234,2186
1286,392
1735,1959
2578,1074
1100,1744
1300,2106
987,2276
1825,1871
1521,802
2410,2458
2052,2473
1785,2476
2283,2623
1016,2596
114,731
2040,2329
1310,2060
1735,809
2367,2319
2155,635
1765,374
852,2266
1498,1186
1821,775
1891,2260
2041,2665
2147,337
2339,1459
1145,860
1472,2428
2319,1792
325,2790
2785,2294
226,457
356,1216
1776,2453
600,2132
971,1902
321,2428
1192,2082
2456,2243
429,951
1165,2468
2340,1814
2190,1258
2247,2359
2175,2179
816,904
1092,728
2722,2788
157,1165
2161,2723
1277,541
1945,2622
7,2132
2717,1675
1054,1435
2524,1094
2661,1769
1507,2502
349,2226
1087,566
309,2692
1621,1873
2723,2441
2059,1193
2723,1967
2090,1750
1849,397
1366,1081
2203,832
1869,1267
1758,962
1044,1684
1603,2609
1154,2438
56,2431
1501,2426
2281,2760
2696,1171
2231,2673
2509,1912
509,366
2723,2595
2383,2143
1826,1572
783,692
381,2409
92,2462
2062,1684
364,1625
1335,2380
2306,1829
1299,2485
1772,889
1766,467
2144,624
254,2309
1448,2806
2392,1335
2509,2238
2250,2710
1131,851
2243,2456
838,1776
2596,1348
1552,1252
2432,2570
97,1926
2009,360
407,617
962,2305
1261,1942
773,1404
112,2348
225,2031
2002,2793
2802,2696
42,718
2643,2162
1190,1601
2348,2630
2236,1741
405,1402
338,1061
2035,1726
2585,2087
1386,488
1752,2537
2411,1851
2125,746
1242,1500
2189,2642
156,895
211,1978
605,1634
1901,2671
414,2209
525,1217
1870,2010
2008,1086
1956,2773
73,1031
315,1547
2455,2572
1787,1863
2544,1553
1044,918
2330,1695
2275,2006
2759,1798
1015,580
1957,2722
64,2373
1324,429
403,2420
2728,816
719,2495
243,1921
1015,1531
99,1727
1768,2147
2374,2604
1239,530
2748,2141
2277,2003
812,2493
340,696
2359,2796
2193,1107
483,876
2343,2547
2513,2514
1413,1654
133,1018
261,2349
601,1714
344,497
2620,2170
2596,1605
1607,2421
255,2456
2790,2637
1200,2037
406,2130
2452,1135
2514,1491
248,2640
1859,2280
1728,685
770,944
676,519
1946,2575
2456,1258
2141,2509
2723,1992
1766,1286
1318,1839
238,2221
2537,1935
1959,1159
2640,2074
31,636
1546,811
2306,1048
1929,1584
1037,959
1542,1797
2723,2665
276,2430
217,2016
1081,1665
403,2606
2282,2504
245,2263
105,1958
1494,500
1363,2559
2120,2465
364,667
2354,1420
2768,2735
1315,954
2796,558
100,990
2487,2104
2572,773
2040,2466
118,1359
2458,2596
1531,859
2138,2453
166,1408
1236,1819
444,459
1009,1144
1897,2184
2045,1958
2669,700
2652,2490
1418,1743
591,1070
1466,2358
1074,1372
565,801
2723,2583
2493,1677
2463,1912
2000,2486
947,878
2073,1333
2569,1848
2610,2531
159,1642
2286,2559
2449,1292
1265,1977
176,2719
2694,2397
2170,2463
801,965
894,1594
2441,2626
2008,2157
2441,485
688,644
258,2332
1515,598
1418,1314
1623,1877
741,2605
2380,1373
1291,712
118,1545
2689,1805
1977,2788
2178,2487
2125,2280
276,1973
870,1628
245,2806
1489,1543
1799,1197
229,2744
2171,2327
454,2535
2248,627
2520,695
1578,740
1171,2203
2653,1942
2719,2490
938,815
673,2237
2392,814
277,2327
96,709
2264,2758
1947,1586
1853,1451
1107,594
1945,1310
2608,1237
2373,2435
424,944
1797,2565
2039,779
2519,338
1581,2268
2114,1898
1636,2577
952,1987
2057,1690
75,1037
464,2392
731,2130
494,2287
2281,2265
2435,1010
564,1020
1044,408
209,2649
2514,2079
189,2630
2160,2520
1934,2368
1388,334
1086,1021
2734,1424
734,1179
1327,2099
2366,1737
416,387
2518,1290
2240,2441
1520,550
2625,1484
2676,2176
1985,2773
663,453
2412,2466
58,1037
322,2783
1365,2499
2203,1906
2792,2759
286,2494
566,1705
2562,2000
1925,2323
2596,2012
752,1817
2056,1303
498,954
1826,1784
2528,426
145,1112
2030,2723
387,578
314,2731
1289,2354
158,899
2642,2805
2190,2572
2710,749
25,563
2401,2217
2140,2680
1358,1457
275,2426
2546,956
180,2327
513,1578
2000,2610
1393,1925
1500,370
1166,1046
1191,2332
2690,2286
1489,1319
2309,2033
268,1473
401,1806
309,2451
1998,2574
977,1893
2448,1980
1570,1434
1365,2385
927,1859
1189,2120
1624,512
780,2573
1568,1888
276,1367
215,1996
1766,2715
2676,329
2327,569
2101,1016
2240,952
2146,691
1800,1448
2141,2642
2139,1405
1146,1729
2360,1945
443,1247
1483,2609
2644,2542
226,2089
1159,1519
409,1624
1033,2796
1572,1826
2728,995
1496,2392
1992,670
2424,1968
2090,1029
878,1079
1940,363
329,2392
50,2635
2266,1568
2237,1491
1502,2481
1680,2056
2234,1696
868,1345
760,2203
2728,1311
2333,2012
2478,2784
2057,1711
1893,2320
223,2072
416,2416
1605,2125
2394,1893
1814,1552
1766,1209
2524,2773
1568,2682
2373,949
2377,1702
2487,1603
2603,1808
1311,2243
1995,2457
215,1320
2075,351
165,1685
2550,2410
2366,2295
211,1323
398,2092
2686,1520
1788,2544
2462,1890
1345,545
1631,1252
257,1821
505,2348
2080,693
2282,2556
2374,2411
161,1653
311,2718
2060,1352
1574,1806
791,468
620,2330
483,1701
2441,2603
1817,1913
497,774
2645,2310
1219,1479
150,2647
98,1231
764,2456
1908,1564
629,1017
131,1427
710,2198
1852,1268
2432,738
1766,864
2349,2609
519,2761
2151,1365
2456,596
128,1029
2325,1876
971,1722
1514,2543
19,505
164,1631
1915,2206
2755,2586
2757,1976
1515,2175
40,676
1323,2381
366,936
2143,1545
199,1880
66,957
2397,2694
1601,1680
247,2281
1359,1315
341,1468
40,867
2242,1128
1553,1597
2264,2110
2476,2629
1683,2141
948,2723
307,2339
2690,1363
276,763
2486,2040
627,1168
2698,2654
2558,1320
1395,1644
2004,1295
276,1774
1988,1443
1750,2448
1793,2640
194,525
2440,2585
1420,2262
2640,2047
719,2223
1007,2802
1916,357
785,1527
1746,987
1605,2439
276,462
310,2700
2674,829
1168,393
811,2333
2115,718
301,2652
2696,2773
146,1529
2485,1745
68,585
1029,2261
276,1304
2696,2160
614,1908
927,705
147,861
1226,2795
2635,2148
204,2162
839,2696
1044,2154
2696,2203
964,2617
1410,620
2665,2347
2719,1338
2774,1909
121,2665
2496,2141
2441,526
2758,2264
2385,2396
1980,1444
1926,2405
659,1646
2176,2711
2181,1852
859,1015
2665,494
1192,1169
2666,2088
1805,1727
1091,2723
266,2460
2790,1940
1776,2304
609,2631
2315,970
1125,719
282,2448
129,867
2116,2706
1473,1318
319,1138
2690,1354
2298,2079
1709,510
95,2487
188,2493
1059,2548
288,2511
1407,1009
1250,2690
928,2139
256,2324
224,2788
271,1666
1545,1931
408,1310
511,2620
2243,1985
2400,2792
183,1799
585,2359
278,2432
1901,2258
2609,2563
866,1364
2223,591
175,2722
2690,2770
2246,2110
1044,1533
156,1734
2690,992
302,2659
2427,2790
1295,1963
2178,2432
2755,1488
2172,1824
2486,1484
2125,2696
1863,2045
2289,1693
1321,2792
463,1260
2090,1544
955,2438
2633,2134
2416,1772
1012,1437
1247,2394
1381,1903
2398,356
249,2295
2160,1900
370,2579
1365,1572
2759,2323
292,2527
1684,2212
213,1988
2037,2144
2441,2698
1160,2228
2149,963
2286,2690
39,710
462,1126
1028,1395
1672,1697
1759,1053
1992,2723
2579,1637
1579,2211
2731,1979
1492,1277
857,2154
2042,401
265,2646
1910,2283
2622,806
2212,1382
798,1491
2377,631
2796,1045
740,896
2673,2380
400,745
2504,2498
1566,2807
339,2255
121,2231
309,2011
635,710
2593,1789
274,2423
1968,2141
303,1392
128,1413
2690,2559
489,920
1218,2064
315,2551
1581,913
612,2386
2114,2185
2723,1616
1979,729
1037,2475
969,1235
969,460
2520,2696
1387,1040
2132,2092
370,1865
2336,2512
875,499
792,2427
263,2362
2231,1959
644,2101
1909,2649
1894,2368
167,1793
2662,1849
2568,2232
2535,2767
278,1757
460,645
145,802
1825,2640
1819,2237
2678,1791
411,1219
177,2348
1553,1871
2678,1157
779,2445
1632,405
267,2514
2671,2122
534,684
2465,751
2416,838
1928,2771
106,1284
544,1682
321,2771
2404,2035
2675,443
969,2455
1190,513
1352,2574
2727,792
816,350
1749,2488
2624,2427
66,956
1078,1360
1370,1766
2358,2258
1857,2014
317,2744
2043,1609
169,2455
120,2230
1496,2502
329,2662
2413,1386
2004,2318
2603,1906
1011,2351
2751,2172
2610,2499
2524,1257
712,914
1976,2609
2134,1714
174,1734
27,574
605,2040
1348,1336
1091,1859
2231,2458
1743,1782
1037,2413
1942,2653
1278,1629
2609,2509
873,1926
1794,1984
1755,1640
563,1555
2095,1420
322,2126
2696,686
1761,607
2089,2780
2312,1897
2425,2213
1693,2640
1042,725
2441,2679
265,2543
2514,2654
1939,1388
2242,1603
1284,1815
142,1812
1871,1793
2042,2278
1697,2609
919,599
589,2764
993,1127
2723,2161
1957,1596
1088,2627
1271,2336
2463,2509
2302,2652
1256,2775
2514,2603
1647,1915
1129,2313
1585,1274
2603,2240
795,473
806,2060
1169,2491
1252,2323
1242,1000
1642,2805
2427,2563
1667,2280
1231,1429
1194,1801
1279,2571
2057,509
63,937
2450,2366
1155,2768
1402,602
498,2282
362,346
2084,2208
1094,1832
586,1154
1325,1501
1440,1087
824,2052
888,2668
1274,2138
2088,558
218,909
2014,2340
1759,1985
1956,1957
2642,2727
2182,2778
2397,716
670,2079
1257,1469
1173,866
2599,2608
2654,2698
298,2628
1597,1553
807,968
1413,2178
938,2643
648,1392
760,1070
657,1410
1212,1738
2711,1525
1467,917
2150,354
1447,1585
324,2789
1767,2293
936,609
2282,2202
1211,2043
1044,2467
185,1815
64,955
1985,1235
24,1037
607,2148
1382,2101
123,1381
1616,629
222,2063
2660,1432
2457,2665
1395,2364
1395,2347
2718,2312
2470,2734
2559,2286
2472,1456
179,2682
1213,2623
1302,1590
2512,1424
1388,1424
895,2437
138,1464
495,1312
2613,2499
874,863
1190,2415
1983,341
1336,1675
18,2527
2004,1871
127,930
79,1080
817,1425
2528,1128
1808,1987
427,947
2114,2722
968,2393
2540,1984
1650,1350
1880,1289
1816,1012
1571,2381
190,1843
2481,2033
1992,2788
225,2080
2723,2027
1662,2330
1167,380
2099,817
2237,2716
69,1017
1901,2723
1984,1545
2247,2537
907,911
2069,1171
992,2690
1021,1906
461,385
1766,1946
1270,1730
729,721
299,2635
1858,1666
2010,2165
2528,997
2623,2283
2366,2792
652,2658
2050,2807
2358,2462
1675,2484
1395,2773
1230,2596
1360,1042
2317,623
220,1430
1451,2409
354,2742
2043,1571
232,2719
397,2440
2723,2698
118,2231
319,2762
246,2275
2563,1700
1694,2339
1713,1592
2148,2176
2640,711
321,1055
2733,2377
2609,2141
2788,1016
896,1166
2304,2385
1942,485
1769,1420
593,1291
306,2440
2722,2113
1793,2496
522,2512
2268,2048
1451,1440
2778,688
1683,2297
2411,1567
351,1217
1646,523
1006,799
2098,2473
444,2396
1720,728
2410,2794
2415,876
262,2096
1476,2546
145,1521
831,1857
2131,2185
111,1300
2272,2441
1093,2002
2773,2048
2114,420
2696,695
1144,2146
1405,2600
2380,2012
2297,2748
745,2311
2784,2009
2247,627
488,2059
2228,2489
2747,471
569,795
1730,1269
1250,2720
2038,2587
668,400
209,1972
2385,2151
762,2628
1447,2385
2330,2115
1817,343
1066,2696
2313,1817
780,1908
1259,1606
531,1713
1411,2535
614,2646
1799,1929
2266,1239
213,538
909,1090
901,1767
715,2050
1316,2610
477,2685
2629,2220
2562,2613
958,1838
892,446
602,870
725,1325
248,2289
2719,606
358,1211
2723,1491
682,2141
1908,2535
403,1302
2696,2494
2777,1732
248,2423
1678,1410
2043,2777
1779,2760
1427,1134
2782,1810
265,1564
2295,2354
2401,1221
682,1075
1531,1296
851,414
2488,2412
271,2403
2788,1992
1353,2478
374,463
2725,1822
863,989
251,2302
457,359
1700,1335
1529,2237
1722,1902
770,924
2770,2690
426,916
1605,1265
155,2596
460,2524
1190,1078
83,2676
2610,2486
67,1766
1548,2262
2457,1028
2539,1241
574,1306
918,1663
350,1621
990,1629
61,916
1766,1178
2456,1926
1306,1020
2403,1357
1773,1968
1830,2730
1079,1658
93,1138
80,452
398,2175
1905,2641
2329,1606
2596,2064
2805,2748
1567,2666
1719,1841
1452,1214
366,1557
281,796
1140,2290
120,1867
2551,2339
1329,1959
2410,2041
289,2519
2639,1841
258,2405
1801,565
550,2689
2451,1985
464,2423
1294,1652
921,2751
1711,1241
1987,2122
2380,2673
2764,2159
2327,2077
257,2325
1337,2596
876,1572
510,593
172,339
2665,2583
2251,1766
2477,708
319,1237
2652,2527
1959,2773
1836,1424
811,1967
304,2660
591,2458
295,2566
1681,502
228,2111
1242,668
2723,1995
1585,2763
1426,887
111,1628
1940,2113
2664,1910
235,2193
864,735
848,1146
1761,2592
1094,690
1392,2593
1684,1567
1081,1297
1081,1647
2321,1993
2490,1100
2304,1447
474,2540
2155,1519
1372,767
2441,2240
1824,2703
172,1728
2101,1404
2385,1585
977,2423
1268,2163
1156,2633
206,1944
2286,2770
11,1766
63,2603
2742,1131
1906,720
2008,1207
1568,1887
1663,1033
2031,2089
1729,1366
80,1088
770,1765
242,511
133,2527
2761,2043
1944,1278
2685,2215
1303,2056
1430,2202
337,2501
223,2089
2222,898
1289,2237
1792,2317
2410,2372
282,808
100,1237
2438,534
1972,2153
2372,2410
526,2425
1320,2607
408,2013
1906,1449
1719,581
276,2652
1269,1358
2744,1182
420,2064
2774,657
2491,2102
5,1070
1942,1261
1566,553
1041,1957
2572,2182
312,2719
1652,1651
2374,2410
1061,418
2607,2665
2696,2399
920,1230
814,2502
2468,953
460,2366
292,1913
327,2806
2212,1044
656,625
2605,2538
220,2057
2144,2535
2716,1830
1817,2775
1749,605
1906,2603
2654,2441
1459,444
2079,1809
1292,973
276,1251
626,546
640,2346
2290,1407
2293,2511
2648,651
2796,1362
90,1173
319,1520
2494,2123
2566,1351
502,2107
2125,1605
2682,1836
2544,2427
2441,1977
899,2101
1962,1007
2333,2723
1754,1828
2641,1089
2045,867
1294,2597
2794,2287
2514,2441
2282,1612
2248,1230
1442,794
1700,963
195,1867
2550,2558
1356,830
1606,2276
137,1458
828,2106
757,2747
244,2261
2041,2458
2788,2203
113,958
2265,2711
1099,2420
2220,1712
2512,1388
1531,1975
1239,2266
2410,1334
1564,614
1586,1145
249,1420
1171,2723
1488,2586
151,1905
2437,1041
624,2144
2044,2365
2489,1417
1644,828
2010,660
824,1820
1766,2148
1926,2190
1601,1190
594,2533
780,1514
1046,762
598,2774
2122,2535
1672,2502
1701,1834
581,1398
2310,2400
2680,1728
2247,2101
2176,2662
2347,2235
1893,1294
1564,2646
965,2686
370,2569
48,1044
2418,940
62,935
2113,2380
1737,1755
173,2031
2696,2796
1667,2161
2305,2445
1726,1467
205,1261
320,2767
2030,2027
2377,2280
2590,600
2213,2016
650,1380
937,1916
2696,1334
2101,2203
1737,2150
276,1110
2696,424
327,856
2365,1270
263,1551
1654,562
334,1388
186,2596
2348,1499
1267,2062
1596,2722
1174,628
1013,1023
2547,1844
869,435
1414,2647
2043,2342
203,1922
2136,1597
1820,1169
279,2443
2173,2687
1060,681
411,2376
2410,1389
2664,1453
1766,702
446,2396
2211,2416
768,481
2535,1908
59,1900
291,2524
1766,529
921,2769
2342,1290
2005,999
283,2462
1057,2368
2776,547
2542,2654
2243,2076
809,1399
28,1137
142,1504
1070,825
2583,1461
173,1731
1255,2750
410,2241
15,694
2444,2805
372,2805
1983,618
2508,2008
2711,2176
1365,2133
2691,674
2596,641
2584,417
375,1827
674,1004
1777,2408
2361,2611
2422,1787
1401,2796
933,1204
1693,1963
781,480
1908,1384
631,1702
1431,1966
1985,1313
2594,1470
2283,1953
2542,470
477,748
1190,2488
1395,897
2083,2190
1419,2727
2019,1051
2190,333
2079,2173
2694,2493
1018,1549
1717,2101
1188,573
733,365
504,1935
1748,2536
1447,1274
885,884
1841,1195
1274,2157
1710,2557
1070,790
537,1142
972,2081
2256,2396
747,2754
76,2271
1239,1158
782,2112
1693,1751
2675,2398
14,2114
1056,1761
1169,891
2580,540
780,622
1233,347
1693,2136
2499,2613
2045,1787
283,2166
1959,1307
256,1025
2793,1164
2007,2791
1890,1901
148,1541
853,1451
1842,1827
1616,2712
2077,2144
921,2557
925,2805
2458,1394
710,2390
2655,1255
1458,1014
332,2723
2326,1932
65,2349
2755,568
1702,2196
1589,1706
1724,2697
1741,2244
2318,1751
1113,1888
2281,2676
1083,854
1204,577
288,1937
1115,837
1539,923
2415,1303
723,885
1703,1694
2604,707
2306,2510
490,2522
1527,2572
844,1957
567,352
2214,1226
1044,2119
923,1062
2122,1309
1077,1449
15,415
427,1097
985,478
1068,2441
1122,921
1602,1950
2677,2634
2442,1626
2735,1215
699,2017
1629,588
982,2225
315,1914
336,2125
2611,1561
1950,466
1120,2799
1793,2189
1445,1699
197,2174
1990,410
1294,1137
1044,1881
1703,1547
2076,1238
2218,2423
333,664
760,976
2192,882
2298,1691
127,619
192,1638
1975,1462
820,1733
1235,2243
126,2514
1932,1676
797,2152
1326,2657
1614,1412
1626,1105
2677,2217
570,697
2665,332
2135,2732
995,557
669,419
55,1390
1102,2784
1497,583
1311,949
2597,1176
1198,2495
2605,2103
2725,514
1786,2584
1254,486
1412,1904
382,2331
1807,836
2043,1860
2349,1579
2750,1421
1398,2776
2715,1073
533,946
1403,2513
70,1024
1212,1526
1311,1233
367,2338
2670,2627
2329,2693
964,2068
2070,595
1217,2018
2732,2553
1757,1223
2344,2735
1965,2442
1660,2183
2501,1287
2787,680
1490,1907
2686,1332
2023,2137
162,1662
1860,1387
701,1117
2231,1564
507,638
1757,2705
428,2798
2341,2085
2055,1679
2090,2448
2009,2648
2507,1559
1656,1739
2251,1920
2697,1639
2596,754
1066,1673
121,1248
2009,814
1149,2009
1062,1039
869,1121
1599,1489
1580,2749
2753,2721
87,1226
1311,432
1246,753
1958,798
1375,1688
577,1415
1495,701
1482,972
1997,2461
2353,1365
483,2552
17,1766
556,570
307,1994
1648,816
1183,2523
1545,2143
1101,439
1960,1229
2446,2453
2527,1990
1170,2069
758,822
1679,1495
816,2450
2202,2282
230,1077
2231,2665
1531,736
1453,369
2677,2679
1844,537
1233,2124
1586,672
2728,1778
639,2690
1703,2479
236,2610
135,1449
29,2683
1335,2392
178,1773
2023,2505
987,1259
1906,1038
1762,384
1864,2616
2396,1376
2125,504
2210,2723
1759,1885
1669,1610
134,1439
2526,634
1584,883
2267,1793
2289,977
571,1682
1754,2128
2051,1273
1706,2270
20,2546
800,2384
2032,862
2155,2326
2617,833
987,646
2616,1496
193,1850
10,1892
1385,1930
2751,1067
276,850
2797,2423
945,1896
989,2542
2804,2097
1719,2316
1436,1966
1894,1786
2048,1510
2316,2414
2545,1759
494,2665
1535,2303
2117,1487
419,1245
2656,2370
2611,1153
2125,2537
41,714
699,2338
3,345
606,621
1116,772
1531,793
1039,1445
2578,639
1065,2303
699,367
2321,1326
922,576
736,1481
104,1276
1558,1119
1527,1220
1673,2114
201,1907
2352,818
2683,2773
1152,2035
1715,2026
2469,2114
2636,1835
270,2389
2327,1339
1739,2592
1565,2298
1996,1320
2673,920
130,1419
964,1047
313,2729
307,2169
2462,1550
2137,508
2347,2723
2243,423
840,2041
92,2258
1208,1948
909,1391
2265,1698
744,2688
74,1036
925,1871
1742,1060
2505,2188
1493,1561
1899,1465
850,1924
436,966
2545,2039
272,2805
2580,1149
54,1739
415,694
2252,2609
445,2091
1668,2482
237,2214
2724,2347
2278,440
1554,2512
653,2256
2243,873
1929,1104
2801,824
1371,2691
761,2066
2169,1991
1770,2601
1433,1455
2116,2329
989,2493
1545,1984
2392,1550
921,2199
1076,1997
1608,2614
2419,2424
1325,1650
1018,1317
279,2656
869,2809
1827,1486
250,2300
1801,2702
2691,1770
2058,1561
1313,2334
2604,2755
16,490
1383,433
203,805
1604,461
2774,677
216,2010
2331,2619
1985,737
1896,2107
2494,2434
967,2681
1344,678
2652,1304
278,1866
